time_ms,CSCT,DCT,MRSMBA,ACDQT,TAD,ABP
1000.0000,0.0841,0.4350,0.3413,0.4065,0.4281,0.0545
2000.0000,0.2690,0.4752,0.2681,0.6251,0.5703,0.1618
3000.0000,0.2550,0.4806,0.0416,0.6676,0.5308,0.1788
4000.0000,0.2963,0.4892,0.0386,0.6299,0.5050,0.1863
5000.0000,0.2877,0.5079,0.0390,0.2021,0.5095,0.1757
6000.0000,0.3200,0.5071,0.0295,0.6491,0.5002,0.1537
7000.0000,0.4918,0.5025,0.3315,0.7354,0.5512,0.1296
8000.0000,0.5672,0.4301,0.4253,0.4045,0.5025,0.1637
9000.0000,0.5653,0.5061,0.4281,0.1006,0.5201,0.1814
10000.0000,0.5855,0.5091,0.4460,0.7141,0.4988,0.1426
11000.0000,0.5186,0.5129,0.7186,0.4766,0.5000,0.1618
12000.0000,0.5018,0.5073,0.5828,0.0263,0.5088,0.1560
13000.0000,0.5027,0.5030,0.4617,0.5100,0.5133,0.1608
14000.0000,0.5027,0.5035,0.6248,0.8517,0.5057,0.1929
15000.0000,0.5105,0.5011,0.4544,0.1276,0.5071,0.1641
16000.0000,0.5109,0.5033,0.5804,0.6910,0.4992,0.1853
17000.0000,0.5103,0.5020,0.5664,0.7466,0.4962,0.2403
18000.0000,0.4970,0.5064,0.4470,0.3138,0.5020,0.2635
19000.0000,0.5122,0.5099,0.5317,0.7295,0.5081,0.2411
20000.0000,0.5105,0.5077,0.5885,0.0245,0.5001,0.2362
21000.0000,0.5151,0.5011,0.4661,0.4242,0.5056,0.2943
22000.0000,0.5130,0.4961,0.3473,0.8173,0.5043,0.3161
23000.0000,0.5142,0.5089,0.3629,0.0119,0.5126,0.4062
24000.0000,0.5152,0.5030,0.3391,0.2813,0.5059,0.3354
25000.0000,0.5184,0.5092,0.2051,0.5005,0.5078,0.3515
26000.0000,0.5157,0.5071,0.2198,0.7224,0.5023,0.3206
27000.0000,0.5201,0.5073,0.2626,0.8553,0.5006,0.3734
28000.0000,0.5199,0.5140,0.2716,0.0058,0.5060,0.2974
29000.0000,0.5274,0.4930,0.2787,0.1592,0.5107,0.2710
30000.0000,0.5294,0.5050,0.2354,0.4433,0.5039,0.2737
31000.0000,0.5343,0.5024,0.2471,0.6935,0.5007,0.2311
32000.0000,0.5444,0.5084,0.4227,0.8871,0.5082,0.2977
33000.0000,0.4719,0.5021,0.5498,0.5685,0.5067,0.3260
34000.0000,0.5589,0.4986,0.6277,0.4269,0.5073,0.2945
35000.0000,0.5809,0.4973,0.4424,0.7894,0.5111,0.2755
36000.0000,0.5764,0.5078,0.5273,0.0332,0.5015,0.2993
37000.0000,0.5647,0.4977,0.5273,0.5142,0.5076,0.3338
38000.0000,0.5433,0.5039,0.5321,0.8541,0.5101,0.2686
39000.0000,0.4900,0.4997,0.6400,0.1378,0.5169,0.2957
40000.0000,0.6311,0.5027,0.4540,0.7105,0.5109,0.2864
41000.0000,0.6444,0.5094,0.5017,0.7008,0.5102,0.2974
42000.0000,0.5006,0.5071,0.0879,0.4161,0.5045,0.2401
43000.0000,0.3148,0.5139,0.3464,0.7771,0.4927,0.2095
44000.0000,0.5580,0.5022,0.3988,0.5548,0.5077,0.2165
45000.0000,0.5762,0.5110,0.4822,0.1373,0.4959,0.1595
46000.0000,0.5481,0.5024,0.6387,0.7470,0.4903,0.1819
47000.0000,0.5733,0.5004,0.3946,0.5536,0.5034,0.1374
48000.0000,0.5657,0.5080,0.3780,0.1716,0.4981,0.1531
49000.0000,0.5740,0.5094,0.4576,0.6987,0.5025,0.1590
