time_ms,CSCT,DCT,MRSMBA,ACDQT,TAD,ABP
1000.0000,890.1211,42.8630,953.6509,755.3419,58.4884,989.9815
2000.0000,1080.6976,60.8718,1136.0859,1083.3658,41.8528,1113.3609
3000.0000,959.2955,41.2059,1186.6747,1119.7327,39.0660,1159.0373
4000.0000,768.3297,150.2579,1169.0574,1126.3606,128.9330,1133.9853
5000.0000,514.5254,202.1300,1169.3549,1152.8005,139.1201,1116.1806
6000.0000,275.7615,55.4929,1156.2006,1142.8453,31.2733,1135.3254
7000.0000,22.5570,70.9777,1128.4153,1142.3480,69.8360,1140.8644
8000.0000,27.2620,163.6652,1157.9217,1191.8627,83.7391,1130.2314
9000.0000,32.5445,169.6835,1089.2789,1151.1758,206.4740,1131.9405
10000.0000,21.6435,180.1670,1156.1374,1152.4303,268.5238,1145.8432
11000.0000,691.5445,768.3366,1108.8814,1174.5244,672.5256,1134.8222
12000.0000,1124.9014,1104.5989,1152.6843,1173.5085,1135.5383,1140.3852
13000.0000,1155.1200,1133.3211,1207.9712,1175.4456,1134.8046,1149.7693
14000.0000,1134.5243,1120.1221,1201.9362,1148.8089,1141.6315,1125.7421
15000.0000,1140.0890,1145.3303,1142.2344,1155.0559,1167.2858,1152.9226
16000.0000,1138.1371,1144.6397,1132.0361,1229.4040,1164.7453,1139.1823
17000.0000,1127.1830,1129.7264,1139.1879,1162.8924,1146.0486,1139.0326
18000.0000,1142.8630,1167.9888,1174.9406,1171.7637,1218.6958,1173.0046
19000.0000,1134.9641,1164.4169,1138.5258,1155.4685,1162.9262,1149.9916
20000.0000,1184.5180,1173.2159,1143.1432,1188.0182,1197.8190,1146.3126
21000.0000,1145.7353,1215.4049,1136.6446,1134.3249,1155.1215,1182.3485
22000.0000,1161.8113,1164.4178,1180.3084,1170.0656,1176.2006,1184.4093
23000.0000,1168.4950,1165.1760,1156.3224,1168.8400,1157.9665,1186.3243
24000.0000,1173.0500,1160.5089,1186.6671,1175.7643,1175.7408,1158.3328
25000.0000,1186.1868,1137.1525,1164.7467,1200.1080,1203.9606,1194.0455
26000.0000,1137.9358,1168.6372,1172.3549,1169.7651,1170.3791,1183.6517
27000.0000,1170.9544,1168.4853,1158.8833,1170.0419,1160.4567,1159.3941
28000.0000,1181.4864,1152.6032,1165.2077,1181.8398,1190.2010,1180.7747
29000.0000,1172.7024,1170.4241,1172.8738,1160.7277,1165.6182,1167.4687
30000.0000,1165.8714,1171.1129,1172.7024,1169.9370,1162.9072,1148.8585
31000.0000,1165.4514,1167.1485,1183.2771,1157.5067,1163.1332,1165.1021
32000.0000,1150.0633,1161.8404,1151.2857,1190.1337,1152.6689,1127.3368
33000.0000,1130.9874,1131.8659,1139.7800,1193.2557,1138.7656,1168.7039
34000.0000,1152.0388,1149.8597,1131.3898,1121.6943,1157.5882,1181.2311
35000.0000,1131.7953,1142.9095,1192.5643,1171.2216,1141.9734,1176.1510
36000.0000,1176.4791,1145.1238,1153.3116,1171.1592,1168.1096,1156.2234
37000.0000,1146.1921,1149.4202,1124.7087,1145.7361,1152.9727,1191.6398
38000.0000,1122.9050,1157.4853,1194.4245,1169.7082,1147.9675,1146.8666
39000.0000,1118.7662,1206.9278,1127.9331,1175.9788,1165.8493,1137.8331
40000.0000,1137.6216,1178.2074,1178.0886,1170.9911,1144.7175,1177.7592
41000.0000,1145.6628,1148.4044,1166.2479,1178.4799,1149.9037,1152.2288
42000.0000,1065.8779,1117.0036,1142.6412,1180.6993,1135.7063,1129.1562
43000.0000,195.2331,1007.5981,1145.4667,1150.8884,1141.5349,1120.9021
44000.0000,40.0130,959.6255,1120.1997,1138.4487,1151.9668,1148.1700
45000.0000,34.5019,989.0554,1126.7266,1169.6111,1124.2712,1115.2970
46000.0000,51.9598,973.6888,1137.9401,1159.2916,1157.1469,1179.1588
47000.0000,28.9510,969.1111,1118.0882,1147.0758,1127.7944,1124.2303
48000.0000,35.8589,968.6507,1130.3714,1168.5619,1157.0532,1156.6938
49000.0000,24.7881,947.4015,1140.3212,1172.9483,1155.9593,1125.8076
